ticket_id,client_id,shipment_id,opened_at,channel,status,csat,body
TKT-910012,CLI-0042,SHP-202508-000272,2025-08-11T12:00:00,email,open,1,"[customer] This keeps happening. Following up on SHP-202508-000272 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910013,CLI-0042,SHP-202509-000294,2025-09-23T13:00:00,phone,pending,1,"[customer] This keeps happening. Following up on SHP-202509-000294 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910014,CLI-0042,SHP-202509-000282,2025-09-14T10:00:00,phone,open,1,"[customer] This keeps happening. Following up on SHP-202509-000282 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910015,CLI-0042,SHP-202509-000255,2025-09-12T11:00:00,email,pending,1,"[customer] This keeps happening. Following up on SHP-202509-000255 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910016,CLI-0042,SHP-202509-000292,2025-09-10T13:00:00,email,open,2,"[customer] This keeps happening. Following up on SHP-202509-000292 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910017,CLI-0042,SHP-202509-000294,2025-09-13T14:00:00,phone,resolved,1,"[customer] This keeps happening. Following up on SHP-202509-000294 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910018,CLI-0042,SHP-202509-000259,2025-09-19T15:00:00,email,resolved,1,"[customer] This keeps happening. Following up on SHP-202509-000259 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910019,CLI-0042,SHP-202509-000294,2025-09-18T13:00:00,email,resolved,1,"[customer] This keeps happening. Following up on SHP-202509-000294 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910020,CLI-0042,SHP-202510-000259,2025-10-26T15:00:00,email,pending,1,"[customer] This keeps happening. Following up on SHP-202510-000259 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910021,CLI-0042,SHP-202510-000312,2025-10-19T12:00:00,email,open,1,"[customer] This keeps happening. Following up on SHP-202510-000312 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910022,CLI-0042,SHP-202510-000259,2025-10-19T15:00:00,phone,resolved,1,"[customer] This keeps happening. Following up on SHP-202510-000259 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910023,CLI-0042,SHP-202510-000332,2025-10-15T14:00:00,email,open,2,"[customer] This keeps happening. Following up on SHP-202510-000332 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910024,CLI-0042,SHP-202510-000312,2025-10-15T15:00:00,email,open,2,"[customer] This keeps happening. Following up on SHP-202510-000312 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910025,CLI-0042,SHP-202510-000259,2025-10-20T11:00:00,email,resolved,1,"[customer] This keeps happening. Following up on SHP-202510-000259 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910026,CLI-0042,SHP-202510-000299,2025-10-10T13:00:00,phone,resolved,2,"[customer] This keeps happening. Following up on SHP-202510-000299 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910027,CLI-0042,SHP-202510-000312,2025-10-23T15:00:00,phone,pending,2,"[customer] This keeps happening. Following up on SHP-202510-000312 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910028,CLI-0042,SHP-202511-000387,2025-11-26T15:00:00,email,pending,1,"[customer] This keeps happening. Following up on SHP-202511-000387 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910029,CLI-0042,SHP-202511-000405,2025-11-24T16:00:00,phone,pending,2,"[customer] This keeps happening. Following up on SHP-202511-000405 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910030,CLI-0042,SHP-202511-000405,2025-11-17T15:00:00,email,pending,1,"[customer] This keeps happening. Following up on SHP-202511-000405 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910031,CLI-0042,SHP-202511-000380,2025-11-14T11:00:00,email,open,2,"[customer] This keeps happening. Following up on SHP-202511-000380 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-910032,CLI-0042,SHP-202511-000346,2025-11-25T09:00:00,phone,open,2,"[customer] This keeps happening. Following up on SHP-202511-000346 — another late LTL load. Our account team keeps promising improvement and we're not seeing it.
[agent.lchen] Understood, and I'm sorry. I've logged this against the Kellerman account (CLI-0042) and flagged it for your account owner Marcus Trent.
[customer] We're starting to look at other carriers."
TKT-920000,CLI-0007,SHP-202505-950001,2025-05-13T16:00:00,chat,resolved,1,"[customer] We received the WRONG items for SHP-202505-950001. This isn't what we ordered at all — looks like it was meant for someone else.
[agent.mruiz] Apologies — we've identified a fulfillment error at our Indianapolis warehouse affecting several orders (incident INC-2025-02233). We'll arrange pickup of the wrong items and expedite the correct ones.
[customer] Thank you, please hurry."
TKT-920001,CLI-0113,SHP-202505-950002,2025-05-14T13:00:00,chat,resolved,1,"[customer] We received the WRONG items for SHP-202505-950002. This isn't what we ordered at all — looks like it was meant for someone else.
[agent.mruiz] Apologies — we've identified a fulfillment error at our Indianapolis warehouse affecting several orders (incident INC-2025-02233). We'll arrange pickup of the wrong items and expedite the correct ones.
[customer] Thank you, please hurry."
TKT-920002,CLI-0128,SHP-202505-950003,2025-05-15T10:00:00,phone,resolved,1,"[customer] We received the WRONG items for SHP-202505-950003. This isn't what we ordered at all — looks like it was meant for someone else.
[agent.mruiz] Apologies — we've identified a fulfillment error at our Indianapolis warehouse affecting several orders (incident INC-2025-02233). We'll arrange pickup of the wrong items and expedite the correct ones.
[customer] Thank you, please hurry."
TKT-920003,CLI-0155,SHP-202505-950004,2025-05-16T11:00:00,phone,resolved,2,"[customer] We received the WRONG items for SHP-202505-950004. This isn't what we ordered at all — looks like it was meant for someone else.
[agent.mruiz] Apologies — we've identified a fulfillment error at our Indianapolis warehouse affecting several orders (incident INC-2025-02233). We'll arrange pickup of the wrong items and expedite the correct ones.
[customer] Thank you, please hurry."
TKT-920004,CLI-0169,SHP-202505-950005,2025-05-12T13:00:00,phone,resolved,3,"[customer] We received the WRONG items for SHP-202505-950005. This isn't what we ordered at all — looks like it was meant for someone else.
[agent.mruiz] Apologies — we've identified a fulfillment error at our Indianapolis warehouse affecting several orders (incident INC-2025-02233). We'll arrange pickup of the wrong items and expedite the correct ones.
[customer] Thank you, please hurry."
TKT-920005,CLI-0201,SHP-202505-950006,2025-05-13T13:00:00,phone,resolved,2,"[customer] We received the WRONG items for SHP-202505-950006. This isn't what we ordered at all — looks like it was meant for someone else.
[agent.mruiz] Apologies — we've identified a fulfillment error at our Indianapolis warehouse affecting several orders (incident INC-2025-02233). We'll arrange pickup of the wrong items and expedite the correct ones.
[customer] Thank you, please hurry."
